"track"	"input"	"filtered"	"denoisedF"	"denoisedR"	"merged"	"nonchim"	"assignes"	"badassignes"	"PRM_TRUNCQ"	"PRM_RMPHIX"	"PRM_MAXEE"	"PRM_TRUNCLEN"	"pFiltered"	"pDenoisedF"	"pDenoisedR"	"pMerged"	"pNonchim"	"Klebsiella"	"Citrobacter"	"Lelliottia"	"Streptococcus"	"Prevotella_7"	"Fusobacterium"	"Raoultella"	"Granulicatella"	"Bergeyella"	"Veillonella"	"Prevotella_6"	"Enterococcus"	"Lactobacillus"	"Gemella"	"Campylobacter"	"Leptotrichia"	"Atopobium"	"Prevotella"	"Oribacterium"	"Megasphaera"	"Bifidobacterium"	"Stomatobaculum"	"Porphyromonas"	"Neisseria"	"Haemophilus"	"Actinobacillus"	"Parvimonas"	"Geobacillus"	"Enterobacter"	"Kingella"	"Capnocytophaga"	"Bacillus"	"Dialister"	"Treponema_2"	"Mycoplasma"	"Mogibacterium"	"Shuttleworthia"	"Alloprevotella"	"Anaerobacillus"	"Rothia"	"Actinomyces"	"Escherichia/Shigella"	"Cutibacterium"	"Pseudoscardovia"	"Selenomonas_3"	"Ochrobactrum"	"Corynebacterium"	"Samsonia"	"Atlantibacter"	"Tannerella"	"Prevotellaceae_YAB2003_group"	"Distigma"	"Atopobacter"	"Solobacterium"	"Hydrogenophilus"	"Slackia"	"Melissococcus"	"Enterobacillus"	"Anthococcus"
"track99"	"track99"	140892	127640	126872	126155	5678	5606	3	81	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-2"	"TruncLen_180-160"	90.5942140078926	90.0491156346705	89.5402152002953	4.03003719160776	3.97893421911819	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track100"	"track100"	140892	39171	38850	38878	2489	2489	0	32	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-2"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track101"	"track101"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track102"	"track102"	140892	116381	115112	114074	86762	70737	124	83	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track103"	"track103"	140892	116381	115112	114074	86762	70737	124	83	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track104"	"track104"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track105"	"track105"	140892	129060	127879	128940	4324	4324	2	20	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track106"	"track106"	140892	49117	48167	47940	43610	35348	159	84	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	2	3	2	0	0	6	3	2	0	0	0
"track107"	"track107"	140892	49117	48167	47940	43610	35348	160	83	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	4	0	6	3	2	0	0	0
"track108"	"track108"	140892	49117	48167	47940	43610	35348	160	83	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	0	0	6	3	2	0	0	0
"track109"	"track109"	140892	49117	48167	47940	43610	35348	159	84	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	4	4	6	3	2	0	0	0
"track110"	"track110"	140892	2767	2679	2683	2447	2336	47	10	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	627	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
"track111"	"track111"	140892	125536	124385	124129	6138	6073	12	90	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track112"	"track112"	140892	125536	124385	124129	6138	6073	12	90	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track113"	"track113"	140892	125536	124385	124129	6138	6073	11	91	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
"track114"	"track114"	140892	125536	124385	124129	6138	6073	11	91	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track115"	"track115"	140892	13656	13429	13523	832	832	2	26	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track116"	"track116"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track117"	"track117"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track118"	"track118"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track119"	"track119"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track120"	"track120"	140892	24401	24112	24164	1803	1803	2	34	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track121"	"track121"	140892	135998	134621	133879	5856	5784	4	80	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5264173977231	95.5490730488601	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track122"	"track122"	140892	135998	134621	133879	5856	5784	5	79	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5264173977231	95.5490730488601	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track123"	"track123"	140892	135998	134621	133879	5856	5784	5	79	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5264173977231	95.5490730488601	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track124"	"track124"	140892	135998	134621	133879	5856	5784	5	79	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5264173977231	95.5490730488601	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track125"	"track125"	140892	39171	38850	38878	2489	2489	0	32	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-3"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track126"	"track126"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track127"	"track127"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track128"	"track128"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	12792	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track129"	"track129"	140892	116381	115112	114074	86762	70737	123	84	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_0-0"	82.6029866848366	81.702296794708	80.9655622746501	61.5805013769412	50.2065411804787	20363	10516	2865	8327	3802	3585	1555	1295	1149	3989	933	548	688	688	158	136	136	309	100	151	181	121	295	72	94	57	55	65	88	0	44	35	44	21	4	4	7	2	0	96	42	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track130"	"track130"	140892	129060	127879	128940	4324	4324	3	19	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track131"	"track131"	140892	49117	48167	47940	43610	35348	160	83	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	0	0	6	3	2	0	0	0
"track132"	"track132"	140892	49117	48167	47940	43610	35348	159	84	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	4	4	6	3	2	0	0	0
"track133"	"track133"	140892	49117	48167	47940	43610	35348	160	83	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8579	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	0	0	6	3	2	0	0	0
"track134"	"track134"	140892	49117	48167	47940	43610	35348	160	83	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_250-230"	34.8614541634727	34.1871788320132	34.0260625159697	30.9527865315277	25.0887204383499	1099	733	147	8581	4868	3369	74	1270	1624	4167	847	570	259	721	167	0	137	285	99	0	208	127	298	77	97	58	57	74	0	33	55	0	17	22	5	4	8	0	31	114	146	67	21	0	10	9	8	4	5	3	2	6	0	6	3	2	0	0	0
"track135"	"track135"	140892	2767	2679	2683	2447	2336	47	10	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	625	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0
"track136"	"track136"	140892	125536	124385	124129	6138	6073	12	90	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track137"	"track137"	140892	125536	124385	124129	6138	6073	12	90	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track138"	"track138"	140892	125536	124385	124129	6138	6073	11	91	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track139"	"track139"	140892	125536	124385	124129	6138	6073	11	91	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_230-210"	89.1008715895863	88.2839337932601	88.1022343355194	4.35652840473554	4.31039377679357	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track140"	"track140"	140892	13656	13429	13523	832	832	0	27	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track141"	"track141"	140892	129979	128863	128439	6428	6360	4	96	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track142"	"track142"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track143"	"track143"	140892	129979	128863	128439	6428	6360	3	97	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track144"	"track144"	140892	129979	128863	128439	6428	6360	4	96	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_210-190"	92.2543508502967	91.4622547767084	91.1613150498254	4.56235982170741	4.51409590324504	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track145"	"track145"	140892	24401	24112	24164	1803	1803	0	35	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track146"	"track146"	140892	135999	134622	133879	5856	5784	5	79	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5271271612299	95.5497828123669	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track147"	"track147"	140892	135999	134622	133879	5856	5784	4	80	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5271271612299	95.5497828123669	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track148"	"track148"	140892	135999	134622	133879	5856	5784	4	80	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5271271612299	95.5497828123669	95.0224285268149	4.15637509581807	4.10527212332851	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
