"track"	"input"	"filtered"	"denoisedF"	"denoisedR"	"merged"	"nonchim"	"assignes"	"badassignes"	"PRM_TRUNCQ"	"PRM_RMPHIX"	"PRM_MAXEE"	"PRM_TRUNCLEN"	"pFiltered"	"pDenoisedF"	"pDenoisedR"	"pMerged"	"pNonchim"	"Klebsiella"	"Citrobacter"	"Lelliottia"	"Streptococcus"	"Prevotella_7"	"Fusobacterium"	"Raoultella"	"Granulicatella"	"Bergeyella"	"Veillonella"	"Prevotella_6"	"Enterococcus"	"Lactobacillus"	"Gemella"	"Campylobacter"	"Leptotrichia"	"Atopobium"	"Prevotella"	"Oribacterium"	"Megasphaera"	"Bifidobacterium"	"Stomatobaculum"	"Porphyromonas"	"Neisseria"	"Haemophilus"	"Actinobacillus"	"Parvimonas"	"Geobacillus"	"Enterobacter"	"Kingella"	"Capnocytophaga"	"Bacillus"	"Dialister"	"Treponema_2"	"Mycoplasma"	"Mogibacterium"	"Shuttleworthia"	"Alloprevotella"	"Anaerobacillus"	"Rothia"	"Actinomyces"	"Escherichia/Shigella"	"Cutibacterium"	"Pseudoscardovia"	"Selenomonas_3"	"Ochrobactrum"	"Corynebacterium"	"Samsonia"	"Atlantibacter"	"Tannerella"	"Prevotellaceae_YAB2003_group"	"Distigma"	"Atopobacter"	"Solobacterium"	"Hydrogenophilus"	"Slackia"	"Melissococcus"	"Enterobacillus"	"Anthococcus"
"track149"	"track149"	140892	135999	134622	133879	5856	5784	4	80	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_180-160"	96.5271271612299	95.5497828123669	95.0224285268149	4.15637509581807	4.10527212332851	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track150"	"track150"	140892	39171	38850	38878	2489	2489	0	32	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-3"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track151"	"track151"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_2"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track152"	"track152"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_4"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3820	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track153"	"track153"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_7"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track154"	"track154"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_11"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track155"	"track155"	140892	129060	127879	128940	4324	4324	2	20	"Truncq_15"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track156"	"track156"	140892	48210	47432	46574	42454	34290	160	80	"Truncq_2"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	4	0	6	3	2	0	0	0
"track157"	"track157"	140892	48210	47432	46574	42454	34290	159	81	"Truncq_4"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	0	4	6	3	2	0	0	0
"track158"	"track158"	140892	48210	47432	46574	42454	34290	159	81	"Truncq_7"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	4	0	6	3	2	0	0	0
"track159"	"track159"	140892	48210	47432	46574	42454	34290	161	79	"Truncq_11"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	0	0	6	3	2	0	0	0
"track160"	"track160"	140892	2767	2679	2683	2447	2336	47	10	"Truncq_15"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	625	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0
"track161"	"track161"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_2"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track162"	"track162"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_4"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track163"	"track163"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_7"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track164"	"track164"	140892	123723	122805	121404	5924	5862	13	88	"Truncq_11"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
"track165"	"track165"	140892	13656	13429	13523	832	832	0	27	"Truncq_15"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track166"	"track166"	140892	127628	126688	124805	6245	6179	7	96	"Truncq_2"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track167"	"track167"	140892	127628	126688	124805	6245	6179	7	96	"Truncq_4"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track168"	"track168"	140892	127628	126688	124805	6245	6179	6	97	"Truncq_7"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track169"	"track169"	140892	127628	126688	124805	6245	6179	6	97	"Truncq_11"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track170"	"track170"	140892	24401	24112	24164	1803	1803	0	35	"Truncq_15"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track171"	"track171"	140892	133259	132373	129954	5743	5672	4	81	"Truncq_2"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track172"	"track172"	140892	133259	132373	129954	5743	5672	4	81	"Truncq_4"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track173"	"track173"	140892	133259	132373	129954	5743	5672	4	81	"Truncq_7"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track174"	"track174"	140892	133259	132373	129954	5743	5672	4	81	"Truncq_11"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track175"	"track175"	140892	39171	38850	38878	2489	2489	0	32	"Truncq_15"	"rmphix_TRUE"	"MaxEE_2-5"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track176"	"track176"	140892	119376	118220	116647	86605	72609	124	83	"Truncq_2"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"track177"	"track177"	140892	119376	118220	116647	86605	72609	124	83	"Truncq_4"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track178"	"track178"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_7"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track179"	"track179"	140892	119376	118220	116647	86605	72609	123	84	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_0-0"	84.7287283877012	83.908241773841	82.7917837776453	61.4690685063737	51.5352184652074	21980	13055	2923	8319	3828	3523	1573	1304	1059	4095	959	544	666	691	153	137	139	328	101	155	186	123	330	73	98	54	52	66	88	0	44	32	44	22	4	4	9	2	0	92	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"track180"	"track180"	140892	129060	127879	128940	4324	4324	2	20	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track181"	"track181"	140892	48210	47432	46574	42454	34290	159	81	"Truncq_2"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8336	4735	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	4	0	6	3	2	0	0	0
"track182"	"track182"	140892	48210	47432	46574	42454	34290	159	81	"Truncq_4"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	0	0	6	3	2	0	0	0
"track183"	"track183"	140892	48210	47432	46574	42454	34290	160	80	"Truncq_7"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	6	0	6	3	2	0	0	0
"track184"	"track184"	140892	48210	47432	46574	42454	34290	159	81	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_250-230"	34.2176986628056	33.6655026545155	33.0565255656815	30.1322999176674	24.337790648156	1045	735	147	8338	4743	3251	75	1226	1576	4082	831	546	234	703	158	10	138	291	96	0	206	122	305	72	97	55	50	69	0	33	52	0	15	22	5	4	9	0	30	109	148	69	19	0	12	11	7	4	3	3	2	0	0	6	3	2	0	0	0
"track185"	"track185"	140892	2767	2679	2683	2447	2336	46	11	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	627	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0
"track186"	"track186"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_2"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track187"	"track187"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_4"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track188"	"track188"	140892	123723	122805	121404	5924	5862	12	89	"Truncq_7"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track189"	"track189"	140892	123723	122805	121404	5924	5862	13	88	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_230-210"	87.8140703517588	87.1625074525168	86.1681287794907	4.20463901428044	4.16063367685887	4	1	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track190"	"track190"	140892	13656	13429	13523	832	832	0	27	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track191"	"track191"	140892	127628	126688	124805	6245	6179	7	96	"Truncq_2"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track192"	"track192"	140892	127628	126688	124805	6245	6179	7	96	"Truncq_4"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track193"	"track193"	140892	127628	126688	124805	6245	6179	6	97	"Truncq_7"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track194"	"track194"	140892	127628	126688	124805	6245	6179	6	97	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_210-190"	90.585696845811	89.9185191494194	88.5820344661159	4.43247309996309	4.38562870851432	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track195"	"track195"	140892	24401	24112	24164	1803	1803	0	35	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track196"	"track196"	140892	133259	132373	129954	5743	5672	4	81	"Truncq_2"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track197"	"track197"	140892	133259	132373	129954	5743	5672	5	80	"Truncq_4"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track198"	"track198"	140892	133259	132373	129954	5743	5672	6	79	"Truncq_7"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track199"	"track199"	140892	133259	132373	129954	5743	5672	5	80	"Truncq_11"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_180-160"	94.5823751525992	93.9535246855748	92.2366067626267	4.07617181954973	4.02577861056696	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
