"track"	"input"	"filtered"	"denoisedF"	"denoisedR"	"merged"	"nonchim"	"assignes"	"badassignes"	"PRM_TRUNCQ"	"PRM_RMPHIX"	"PRM_MAXEE"	"PRM_TRUNCLEN"	"pFiltered"	"pDenoisedF"	"pDenoisedR"	"pMerged"	"pNonchim"	"Klebsiella"	"Citrobacter"	"Lelliottia"	"Streptococcus"	"Prevotella_7"	"Fusobacterium"	"Raoultella"	"Granulicatella"	"Bergeyella"	"Veillonella"	"Prevotella_6"	"Enterococcus"	"Lactobacillus"	"Gemella"	"Campylobacter"	"Leptotrichia"	"Atopobium"	"Prevotella"	"Oribacterium"	"Megasphaera"	"Bifidobacterium"	"Stomatobaculum"	"Porphyromonas"	"Neisseria"	"Haemophilus"	"Actinobacillus"	"Parvimonas"	"Geobacillus"	"Enterobacter"	"Kingella"	"Capnocytophaga"	"Bacillus"	"Dialister"	"Treponema_2"	"Mycoplasma"	"Mogibacterium"	"Shuttleworthia"	"Alloprevotella"	"Anaerobacillus"	"Rothia"	"Actinomyces"	"Escherichia/Shigella"	"Cutibacterium"	"Pseudoscardovia"	"Selenomonas_3"	"Ochrobactrum"	"Corynebacterium"	"Samsonia"	"Atlantibacter"	"Tannerella"	"Prevotellaceae_YAB2003_group"	"Distigma"	"Atopobacter"	"Solobacterium"	"Hydrogenophilus"	"Slackia"	"Melissococcus"	"Enterobacillus"	"Anthococcus"
"track200"	"track200"	140892	39171	38850	38878	2489	2489	0	33	"Truncq_15"	"rmphix_FALSE"	"MaxEE_2-5"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track201"	"track201"	140892	126250	124971	123114	90787	76058	125	84	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track202"	"track202"	140892	126250	124971	123114	90787	76058	126	83	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track203"	"track203"	140892	126250	124971	123114	90787	76058	124	85	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"track204"	"track204"	140892	126250	124971	123114	90787	76058	124	85	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track205"	"track205"	140892	129060	127879	128940	4324	4324	0	21	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track206"	"track206"	140892	51987	50924	50100	45478	36754	162	84	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	0	4	6	3	2	0	0	2
"track207"	"track207"	140892	51987	50924	50100	45478	36754	162	84	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	2	0	6	3	2	0	0	2
"track208"	"track208"	140892	51987	50924	50100	45478	36754	162	84	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	4	0	6	3	2	0	0	2
"track209"	"track209"	140892	51987	50924	50100	45478	36754	163	83	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8832	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	4	0	6	3	2	0	0	2
"track210"	"track210"	140892	2767	2679	2683	2447	2336	46	11	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	625	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0
"track211"	"track211"	140892	130262	129015	127492	6202	6134	11	89	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track212"	"track212"	140892	130262	129015	127492	6202	6134	10	90	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track213"	"track213"	140892	130262	129015	127492	6202	6134	10	90	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track214"	"track214"	140892	130262	129015	127492	6202	6134	10	90	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track215"	"track215"	140892	13656	13429	13523	832	832	0	27	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track216"	"track216"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track217"	"track217"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track218"	"track218"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track219"	"track219"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track220"	"track220"	140892	24401	24112	24164	1803	1803	2	34	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track221"	"track221"	140892	138444	136984	134541	5858	5786	4	80	"Truncq_2"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2624989353547	97.2262442154274	95.4922919683162	4.15779462283167	4.10669165034211	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track222"	"track222"	140892	138444	136984	134541	5858	5786	5	79	"Truncq_4"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2624989353547	97.2262442154274	95.4922919683162	4.15779462283167	4.10669165034211	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track223"	"track223"	140892	138444	136984	134541	5858	5786	4	80	"Truncq_7"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2624989353547	97.2262442154274	95.4922919683162	4.15779462283167	4.10669165034211	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track224"	"track224"	140892	138444	136984	134541	5858	5786	4	80	"Truncq_11"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2624989353547	97.2262442154274	95.4922919683162	4.15779462283167	4.10669165034211	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track225"	"track225"	140892	39171	38850	38878	2489	2489	0	33	"Truncq_15"	"rmphix_TRUE"	"MaxEE_3-5"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track226"	"track226"	140892	126250	124971	123114	90787	76058	124	85	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track227"	"track227"	140892	126250	124971	123114	90787	76058	124	85	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track228"	"track228"	140892	126250	124971	123114	90787	76058	124	85	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"track229"	"track229"	140892	126250	124971	123114	90787	76058	126	83	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_0-0"	89.6076427334412	88.6998552082446	87.3818243761179	64.4372994918093	53.983192800159	22999	13532	3022	8828	4009	3718	1615	1378	1114	4339	1019	587	726	731	165	147	144	341	107	163	198	130	308	80	101	59	59	73	98	0	46	35	46	22	5	4	10	2	0	98	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track230"	"track230"	140892	129060	127879	128940	4324	4324	0	21	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_0-0"	91.6020781875479	90.7638474860177	91.516906566732	3.06901740340119	3.06901740340119	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track231"	"track231"	140892	51987	50924	50100	45478	36754	162	84	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	0	0	6	3	2	0	0	2
"track232"	"track232"	140892	51987	50924	50100	45478	36754	163	83	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5002	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	4	0	6	3	2	0	0	2
"track233"	"track233"	140892	51987	50924	50100	45478	36754	163	83	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	4	4	6	3	2	0	0	2
"track234"	"track234"	140892	51987	50924	50100	45478	36754	162	84	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_250-230"	36.8984754279874	36.1439968202595	35.5591516906567	32.2786247622292	26.0866479289101	1330	926	177	8826	5011	3382	89	1298	1661	4319	880	591	268	741	171	0	143	304	102	0	220	134	322	79	100	59	58	73	0	33	55	0	18	22	5	4	10	0	32	117	152	76	22	0	12	12	8	0	5	3	2	4	4	6	3	2	0	0	2
"track235"	"track235"	140892	2767	2679	2683	2447	2336	46	11	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_250-230"	1.96391562331431	1.90145643471595	1.90429548874315	1.73679130113846	1.65800755188371	0	0	0	625	288	251	0	193	98	193	51	84	9	86	12	0	4	0	13	0	0	6	0	6	8	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0
"track236"	"track236"	140892	130262	129015	127492	6202	6134	12	88	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track237"	"track237"	140892	130262	129015	127492	6202	6134	12	88	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track238"	"track238"	140892	130262	129015	127492	6202	6134	10	90	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"track239"	"track239"	140892	130262	129015	127492	6202	6134	10	90	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_230-210"	92.4552139227209	91.5701388297419	90.4891690088862	4.40195326917071	4.35368935070834	4	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"track240"	"track240"	140892	13656	13429	13523	832	832	0	27	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_230-210"	9.69253044885444	9.53141413281095	9.5981319024501	0.590523237657213	0.590523237657213	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track241"	"track241"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track242"	"track242"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track243"	"track243"	140892	133781	132579	130243	6459	6390	6	97	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track244"	"track244"	140892	133781	132579	130243	6459	6390	7	96	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_210-190"	94.9528717031485	94.0997359679755	92.4417284160918	4.58436249041819	4.53538880844902	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track245"	"track245"	140892	24401	24112	24164	1803	1803	0	35	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_210-190"	17.3189393294154	17.1138176759504	17.1507253783039	1.27970360275956	1.27970360275956	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"track246"	"track246"	140892	138445	136985	134541	5858	5786	4	80	"Truncq_2"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2632086988615	97.2269539789342	95.4922919683162	4.15779462283167	4.10669165034211	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"track247"	"track247"	140892	138445	136985	134541	5858	5786	5	79	"Truncq_4"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2632086988615	97.2269539789342	95.4922919683162	4.15779462283167	4.10669165034211	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"track248"	"track248"	140892	138445	136985	134541	5858	5786	4	80	"Truncq_7"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2632086988615	97.2269539789342	95.4922919683162	4.15779462283167	4.10669165034211	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track249"	"track249"	140892	138445	136985	134541	5858	5786	4	80	"Truncq_11"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_180-160"	98.2632086988615	97.2269539789342	95.4922919683162	4.15779462283167	4.10669165034211	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"track250"	"track250"	140892	39171	38850	38878	2489	2489	0	33	"Truncq_15"	"rmphix_FALSE"	"MaxEE_3-5"	"TruncLen_180-160"	27.8021463248446	27.5743122391619	27.5941856173523	1.76660136842404	1.76660136842404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
